Track,Album Name,Artist,Release Date,All Time Rank,YouTube Views,TikTok Views,Explicit Track
Lut Gaye,Lut Gaye,Jubin Nautiyal,2/17/2021,751.0,1524735898.0,2560589.0,0
10 Carros,10 Carros,Chefin,11/23/2023,1380.0,120775698.0,2569410.0,1
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,202.0,61769035.0,2571188.0,1
ART,TYLA,Tyla,3/1/2024,3507.0,17633827.0,2574072.0,0
Yacht Club (feat. Juice WRLD),Nuthin' 2 Prove,Lil Yachty,10/19/2018,4176.0,39687605.0,2575024.0,1
Every Night,Volcano,Jungle,8/11/2023,4270.0,139900760.0,2585272.0,0
Pasoori,Pasoori,Shae Gill,2/6/2022,750.0,928440031.0,2638039.0,0
Aashiq Awaara (feat. Sunidhi Chauhan),ONE (Original Never Ends),Badshah,8/17/2018,4056.0,1033803791.0,2785871.0,0
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,8/24/2023,888.0,261753577.0,2800000.0,0
RAM TCHUM,RAM TCHUM,DENNIS,2/29/2024,1648.0,64349649.0,2815102.0,1
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,8/25/2022,53.0,902742581.0,2857920.0,0
Outskirts,Outskirts,Sam Hunt,3/10/2023,3334.0,7470172.0,2892289.0,0
Fine Day Anthem,Fine Day Anthem,Skrillex,7/7/2023,4190.0,6874694.0,2893271.0,0
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,7/17/2023,2030.0,199585965.0,2909357.0,0
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2/23/2023,4418.0,8545326.0,2917500.0,1
Danï¿½ï¿½a Ma,Danï¿½ï¿½a Ma,Bolofofos,5/3/2019,2536.0,1126576126.0,3059373.0,0
Param Pom,Param Pom,TAIRA,6/17/2022,4353.0,334451880.0,3068694.0,0
LA PEOPLE II,LA PEOPLE II,Peso Pluma,3/21/2024,978.0,53762979.0,3100000.0,1
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,8/17/2023,886.0,248099324.0,3169042.0,0
THANK GOD,UTOPIA,Travis Scott,7/28/2023,1440.0,22293256.0,3252732.0,1
HISS,HISS,Megan Thee Stallion,1/26/2024,2141.0,45378271.0,3270700.0,1
LOS PITS,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,4512.0,16756062.0,3288335.0,1
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,4/5/2024,3803.0,25736622.0,3300000.0,1
Not Even Ghosts Are This Empty,I No Longer Fear The Razor Guarding My Heel (V) - Single,$uicideboy$,8/11/2023,3216.0,50747796.0,3352332.0,1
I'll Be There,I'll Be There,Robin Schulz,10/13/2023,2789.0,8446909.0,3385213.0,0
Sunday Service,Sunday Service,Latto,2/9/2024,2505.0,22668627.0,3400000.0,1
older,older,Isabel LaRosa,9/15/2023,2870.0,13345496.0,3421698.0,0
You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,10/6/2023,764.0,21213402.0,3432405.0,1
In My Head,In My Head,Lil Tjay,4/1/2022,2804.0,47378172.0,3442700.0,1
Slow It Down,Slow It Down,Benson Boone,3/22/2024,294.0,25188125.0,3500000.0,0
Aria,Aria - Single,Argy,9/22/2023,3043.0,2783520.0,3583492.0,0
Love 119,Love 119,RIIZE,1/5/2024,3928.0,56771181.0,3801500.0,0
Hayloft II,Inside (Deluxe),Mother Mother,1/28/2022,3408.0,164171809.0,3837839.0,1
the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,752.0,44458370.0,3842071.0,1
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,5/2/2024,101.0,1278618.0,3900000.0,0
la noia,La noia,Angelina Mango,2/7/2024,1853.0,47424040.0,4000000.0,0
DOGTOOTH,DOGTOOTH,"Tyler, The Creator",3/27/2023,1914.0,20493982.0,4036849.0,1
Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,Jubin Nautiyal,9/25/2021,2482.0,633429136.0,4052529.0,0
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,5/27/2022,3657.0,51083768.0,4096148.0,1
All The Parties (feat. Chief Keef),For All The Dogs,Drake,10/6/2023,4177.0,3006021.0,4098401.0,1
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,5/3/2024,1404.0,4032820.0,4100000.0,1
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,6/9/2023,3878.0,15853723.0,4189925.0,0
Feel It,Feel It (From The Original Series ï¿½ï¿½ï¿½Invincib,d4vd,3/28/2024,1140.0,10803398.0,4211900.0,0
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,7/28/2023,3919.0,2630153.0,4244746.0,1
LOST FOREVER,UTOPIA,Travis Scott,7/28/2023,3683.0,2866171.0,4277522.0,1
Slow Dancing,Layover - EP,V,9/8/2023,3148.0,55364757.0,4288273.0,0
Mï¿½ï¿½,Mï¿½ï¿½,Nio Garcia,2/22/2019,4015.0,865812768.0,4319903.0,1
Bling Bling,Bling Bling - Single,Grupo Marca Registrada,11/27/2023,2837.0,51056879.0,4336957.0,1
Ms. Jackson,Ms. Jackson,Pashanim,8/24/2023,2847.0,9615800.0,4482394.0,0
Wine Into Whiskey,Wine Into Whiskey,Tucker Wetmore,2/23/2024,3107.0,7636074.0,4502124.0,0
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,259.0,3060919074.0,4527607.0,0
Pa Mi,Pa Mi,Dalex,9/20/2018,4563.0,858702700.0,4591851.0,1
After Hours,After Hours,Kehlani,4/4/2024,1019.0,2560026.0,4592500.0,1
ACHO PR,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,4505.0,17411507.0,4607495.0,1
Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) - Single,Pharrell Williams,3/1/2024,1435.0,20161600.0,4614000.0,0
Stay With Me,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",Calvin Harris,7/15/2022,4242.0,11242174.0,4614852.0,0
"Earth, Wind & Fire",HOW?,BOYNEXTDOOR,4/15/2024,1328.0,51593380.0,4691841.0,0
Escï¿½ï¿½n,Escï¿½ï¿½n,ýýengo Flow,8/25/2023,2736.0,109386782.0,4695060.0,1
Stargazing,Stargazing,Myles Smith,5/10/2024,191.0,10331471.0,4700000.0,0
Mon amour,Mon amour,Slimane,11/8/2023,4157.0,33219103.0,4711140.0,0
Dreaming,Dreaming,Marshmello,10/20/2023,1716.0,2897871.0,4725722.0,0
Daechwita,D-2,Agust D,5/22/2020,4375.0,502937217.0,4863938.0,1
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,1/22/2021,2603.0,62144315.0,4922539.0,1
EXCESOS,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,1785.0,102146155.0,5016260.0,0
There I Go (feat. J. Cole & Mike WiLL Made-It),There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,8/25/2023,4328.0,8714858.0,5082017.0,1
Black And Yellow,Black And Yellow,Wiz Khalifa,9/14/2010,1960.0,1110450147.0,5188475.0,1
Te Robarï¿,Te Robarï¿,Nicky Jam,3/22/2019,2366.0,768753162.0,5221834.0,0
Rainy Days,Layover,V,8/11/2023,3776.0,67113019.0,5236353.0,0
The Door,I've Tried Everything But Therapy (Part 1),Teddy Swims,9/15/2023,1548.0,37550792.0,5248242.0,0
Skate,Skate,Bruno Mars,7/30/2021,2733.0,129102965.0,5258682.0,0
ýýýýýýýýýýýý,Bibbidiba - Single,Hoshimachi Suisei,3/23/2024,1482.0,60877749.0,5326500.0,0
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,457.0,39678645.0,5347400.0,0
Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,3/24/2023,1899.0,341471782.0,5358634.0,0
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,5/1/2020,1462.0,182844852.0,5371997.0,1
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,485.0,18048583.0,5400000.0,0
SAY MY GRACE (feat. Travis Scott),SET IT OFF,Offset,10/13/2023,1770.0,9045800.0,5441741.0,1
NADIE SABE,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,3880.0,31617320.0,5482577.0,1
Earth Song,Earth Song - Single,Wizard Chan,12/24/2022,1675.0,434324985.0,5623037.0,0
HYAENA,UTOPIA,Travis Scott,7/28/2023,1468.0,16951175.0,5731192.0,1
Case,Ghost,Diljit Dosanjh,9/29/2023,3479.0,97635698.0,5805614.0,0
Sunroof,Sunroof,Nicky Youre,12/3/2021,334.0,169046580.0,5807175.0,0
Nevermind,Nevermind,Dennis Lloyd,12/5/2016,2980.0,180977641.0,5826772.0,0
MEGAVERSE,ROCK-STAR,Stray Kids,11/10/2023,3426.0,68206031.0,6003993.0,0
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,12/9/2016,1312.0,1049659880.0,6028763.0,0
Shadow,A Hometown Odyssey,Livingston,3/8/2024,3219.0,11778991.0,6100000.0,0
Hackearam-me,"Decretos Reais, Vol. 3",Marï¿½ï¿½lia Mendo,3/16/2023,2073.0,329678889.0,6144992.0,0
High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,6/7/2024,1558.0,669384.0,6300900.0,1
Nice to Meet You,Nice to Meet You,Imagine Dragons,5/24/2024,2623.0,4507011.0,6372350.0,0
Guilty as Sin?,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,1264.0,9873283.0,6383500.0,0
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/2017,464.0,3623407739.0,6559308.0,1
"I spoke to the devil in miami, he said everything would be fine",LOOK AT ME: THE ALBUM,XXXTENTACION,6/10/2022,1979.0,7064950.0,6574386.0,0
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,10/21/2022,2985.0,23040928.0,6584480.0,0
ýýlle de Sen,ýýlle de Sen - Single,Muti,11/17/2023,2132.0,102074133.0,6598274.0,0
SNAP,SNAP,Rosa Linn,3/19/2022,643.0,14074005.0,6824133.0,0
Solid (feat. Drake),Slime Language 2,Young Stoner Life,4/16/2021,3992.0,932111.0,6843990.0,1
Diamonds,Unapologetic (Edited Version),Rihanna,1/1/2012,1063.0,2336257288.0,6890158.0,0
MOJABI GHOST,DATA,Tainy,6/29/2023,1188.0,74049864.0,6911099.0,1
One in a Million,One in a Million,Bebe Rexha,8/4/2023,3734.0,6256696.0,7034216.0,0
Yes I'm A Mess,Yes I'm A Mess,AJR,9/29/2023,3948.0,13505487.0,7067986.0,1
"Coca Cola (From ""Luka Chuppi"")","Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2/4/2019,3757.0,939513536.0,7092486.0,0
Fuk Sumn,VULTURES 1,Kanye West,2/9/2024,1375.0,1915309.0,7100000.0,1
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,1/25/2018,3891.0,468137682.0,7107254.0,0
Did It Again,Did It Again,Lil Tecca,7/24/2019,1923.0,109575448.0,7112170.0,1
TIL FURTHER NOTICE,UTOPIA,Travis Scott,7/28/2023,1451.0,10008757.0,7150381.0,1
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,862.0,16423009.0,7202700.0,0
Belong Together,Belong Together - Single,Mark Ambor,2/16/2024,592.0,15918146.0,7383118.0,0
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,10/6/2023,936.0,43792907.0,7395640.0,1
The Code,The Code,Nemo,2/29/2024,2091.0,35640835.0,7397500.0,0
NO ME QUIERO CASAR,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,2269.0,33000813.0,7437994.0,1
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/2023,3434.0,10575780.0,7526758.0,0
Grey,Grey - Single,Yung Filly,1/26/2024,2780.0,14953162.0,7540800.0,0
From the Start,From the Start,Good Kid,11/10/2023,4143.0,23281919.0,7597358.0,0
Maquillaje,Maquillaje - Single,Renn,1/10/2024,2776.0,42538475.0,7603158.0,1
Mmhmm,Mmhmm,BigXthaPlug,10/6/2023,1020.0,27758776.0,7609548.0,1
meet the grahams,meet the grahams,Kendrick Lamar,5/3/2024,201.0,36834647.0,7700000.0,1
BUBALU,BUBALU,Feid,9/22/2023,1043.0,91266986.0,7708938.0,0
Back Then Right Now,Back Then Right Now,Tyler Hubbard,9/8/2023,2150.0,2749241.0,7726317.0,0
Lehanga,Lehanga,Jass Manak,7/25/2019,1305.0,1741817091.0,7747330.0,0
Drifting,Drifting,Tiï¿½ï¿,6/22/2023,4345.0,16541095.0,7751938.0,0
Milf Song,Milf Song,The Puddleducks,8/19/2022,216.0,1704936540.0,7758599.0,0
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Ado,10/23/2020,4427.0,390278119.0,7761272.0,0
Feelings,Feelings,Sumit Goswami,7/7/2020,3773.0,698286046.0,7829359.0,0
On My Love,On My Love (Sped Up),Zara Larsson,9/12/2023,1159.0,14394570.0,8090936.0,0
Brillarosa,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,2120.0,51351887.0,8104799.0,0
POCPOC,POCPOC,PEDRO SAMPAIO,11/23/2023,2360.0,73127958.0,8230779.0,0
my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk,8/7/2020,2042.0,183898967.0,8328967.0,1
Dirt Cheap,Leather,Cody Johnson,11/3/2023,2387.0,11326093.0,8486978.0,0
SIRENS,UTOPIA,Travis Scott,7/28/2023,2449.0,22490105.0,8554938.0,1
Epidemic,Epidemic,Polo G,9/25/2020,3013.0,121946777.0,8566421.0,1
ONE CALL,ONE CALL,Rich Amiri,11/3/2023,1106.0,24725245.0,8704294.0,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,3/1/2024,139.0,63418833.0,8850449.0,0
But I Got A Beer In My Hand,But I Got A Beer In My Hand,Luke Bryan,5/5/2023,4255.0,1589418.0,8897673.0,0
Solo,Solo,Myles Smith,11/15/2023,2647.0,13990236.0,9054387.0,0
bread & butter,bread & butter - Single,Gunna,6/2/2023,3977.0,30556463.0,9089105.0,1
prove it,prove it,21 Savage,1/10/2024,1388.0,22896192.0,9100000.0,1
Prada Dem (feat. Offset),Prada Dem (feat. Offset),Gunna,3/15/2024,669.0,10657679.0,9200000.0,1
RUNAWAY,RUNAWAY,OneRepublic,5/26/2023,1154.0,13668402.0,9346042.0,0
Flooded The Face,Pink Tape,Lil Uzi Vert,6/30/2023,1885.0,7154684.0,9831629.0,1
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,3456.0,5878965.0,9858141.0,0
10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES,Metro Boomin,11/2/2018,3894.0,93297998.0,9867664.0,1
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,5/26/2023,2572.0,14159412.0,9909365.0,1
Pour It Up,Unapologetic (Edited Version),Rihanna,1/1/2012,3964.0,498382704.0,9984519.0,1
EMPELOTICA,EMPELOTICA,Lenny Tavï¿½ï¿,2/22/2024,3181.0,16821942.0,10013585.0,1
"yes, and?","yes, and?",Ariana Grande,1/12/2024,199.0,115105080.0,10072539.0,1
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,10/12/2023,1050.0,9010442.0,10073870.0,1
sonnenbank.mp3,sonnenbank.mp3,YAKARY,11/24/2023,4026.0,6762701.0,10188593.0,1
Midas Touch,Midas Touch,KISS OF LIFE,4/3/2024,1512.0,42516402.0,10253705.0,0
MY HOUSE,MY HOUSE,Beyoncï¿,12/1/2023,4374.0,8478416.0,10260065.0,1
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,Jazzdauren,3/1/2024,1287.0,77405121.0,10302500.0,0
Puntos Suspensivos,Ubuntu,Piso 21,5/11/2018,4430.0,773003656.0,10345597.0,0
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,11/25/2020,3587.0,678412558.0,10405552.0,0
Memory Lane,Memory Lane - Single,Old Dominion,1/5/2023,3260.0,11537522.0,10490564.0,0
What Ifs (feat. Lauren Alaina),Kane Brown,Kane Brown,12/2/2016,3696.0,407784529.0,10506569.0,0
Hello Koun,Hello Koun,Ritesh Pandey,12/9/2019,2972.0,987792547.0,10568686.0,0
OTW,OTW,Khalid,4/20/2018,4087.0,221457313.0,10583591.0,1
La Diabla,La Diabla - Single,Xavi,12/2/2023,95.0,433839212.0,10603563.0,0
GOD'S COUNTRY,UTOPIA,Travis Scott,7/28/2023,2455.0,10285324.0,10714123.0,1
LA PEOPLE,LA PEOPLE,Peso Pluma,6/22/2023,2143.0,73174350.0,10791305.0,1
Famous Hoes,Famous Hoes,NLE Choppa,12/10/2019,3753.0,114034780.0,10857910.0,1
back to the moon,a Gift & a Curse,Gunna,6/16/2023,3373.0,30059409.0,11013533.0,1
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,7/28/2023,2919.0,5623146.0,11060327.0,1
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,7/6/2020,3442.0,108796209.0,11172071.0,1
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,790.0,4252419.0,11200000.0,0
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,2107.0,43714392.0,11351079.0,1
TELEFONO NUEVO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,2544.0,37327301.0,11568535.0,1
Holy Ghost,Holy Ghost,Omah Lay,11/9/2023,4426.0,28274389.0,11575782.0,0
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,1/12/2024,400.0,113081188.0,11612300.0,0
500lbs,500lbs,Lil Tecca,7/21/2023,349.0,32342535.0,11627298.0,1
Atmosphere,Atmosphere,FISHER,8/11/2023,2278.0,329644.0,11685263.0,0
Jee Ni Lagda,Making Memories,Karan Aujla,8/18/2023,3871.0,77968183.0,11740158.0,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,8/20/2021,3736.0,73752014.0,11785929.0,0
Cruise,Here's To The Good Times,Florida Georgia Line,1/1/2012,4210.0,2801769.0,11785941.0,0
Spicy Margarita,Spicy Margarita,Jason Derulo,1/25/2024,4118.0,8782557.0,11800000.0,0
Still Trappin' (with King Von),The Voice,Lil Durk,12/24/2020,2448.0,90527434.0,12014523.0,1
Ramen & OJ,Ramen & OJ,Joyner Lucas,4/30/2021,3423.0,104323081.0,12058693.0,1
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,3326.0,4758436.0,12122087.0,1
"Tested, Approved & Trusted",I Told Them...,Burna Boy,8/23/2023,3658.0,35754905.0,12150553.0,1
Bande organisï¿½,Bande organisï¿½,13 Organisï¿,8/15/2020,2625.0,515808378.0,12209681.0,1
Give It To Me - Full Vocal Mix,Give It to Me (Full Vocal Mix) - Single,Matt Sassari,10/22/2021,3153.0,780251.0,12295262.0,0
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,9/15/2023,1420.0,29393085.0,12375164.0,1
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/2017,1520.0,340287969.0,12493072.0,0
Hours In Silence,Her Loss,Drake,11/4/2022,4218.0,27720116.0,12548958.0,1
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,9/2/2022,4329.0,13125721.0,12561121.0,0
Y Si Se Quiere Ir,Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",11/19/2021,2866.0,442934526.0,12667235.0,0
Gimme Love,Gimme Love,Sia,9/13/2023,843.0,27707323.0,12855128.0,0
ýýýýýý,ýýýýýý,YOASOBI,9/29/2023,1643.0,154044793.0,13039709.0,0
TOO MUCH,TOO MUCH,The Kid LAROI,10/19/2023,990.0,45533851.0,13108162.0,1
FTCU,Pink Friday 2,Nicki Minaj,12/8/2023,722.0,38901823.0,13158593.0,1
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,7/31/2016,4337.0,135880617.0,13186028.0,1
Who Needs Love,Who Needs Love,Trippie Redd,11/19/2019,4107.0,79782493.0,13194733.0,1
Clouds,Clouds - Single,BUNT.,1/12/2023,3459.0,9500978.0,13195696.0,0
Fruto,en dormir sin Madrid,Bizarrap,10/3/2023,2938.0,23791636.0,13208632.0,0
Baila Baila Baila,Baila Baila Baila,Ozuna,1/5/2019,2845.0,619678799.0,13221298.0,0
The American Dream Is Killing Me,The American Dream Is Killing Me,Green Day,10/24/2023,4181.0,3725312.0,13261497.0,1
Kehribar,Kehribar - Single,Burak Bulut,9/29/2023,1761.0,158339797.0,13290393.0,0
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,527.0,74067917.0,13499846.0,1
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,1/5/2024,1181.0,45907269.0,13500000.0,0
Esta Vida,Esta Vida - Single,Marshmello,4/13/2023,2719.0,66093104.0,13515544.0,0
Como En Los Viejos Tiempos,Como En Los Viejos Tiempos - Single,Eden Muï¿½ï,11/20/2023,4088.0,60890936.0,13570678.0,0
Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,12/10/2021,4381.0,35114944.0,13572005.0,1
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,10/12/2023,3420.0,53649480.0,13574747.0,0
Coraï¿½ï¿½ï¿½ï¿½o,"Patroas, EP1",Marï¿½ï¿½lia Mendo,7/10/2020,4370.0,611609157.0,13591360.0,0
if looks could kill,if looks could kill,Destroy Lonely,3/3/2023,3618.0,11580205.0,13785559.0,1
The Motto,Take Care (Deluxe),Drake,11/15/2011,3630.0,76930754.0,13825915.0,1
Calling My Spirit,Calling My Spirit,Kodak Black,11/30/2018,1799.0,162438129.0,13981094.0,1
Burn It Down,Never Enough,Parker McCollum,5/12/2023,2737.0,23741737.0,14014956.0,0
Si Se Da,Si Se Da,Myke Towers,2/26/2019,952.0,1867482161.0,14034398.0,1
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,1/14/2022,3770.0,29552269.0,14048502.0,0
Moonwalking in Calabasas (feat. Blueface) - Remix,Moonwalking in Calabasas Remix,DDG,8/20/2020,1657.0,163572008.0,14079058.0,1
Yes or No,GOLDEN,Jung Kook,11/3/2023,3970.0,46061623.0,14147233.0,0
HONEY BEES,HONEY BEES - Single,Hachi,2/6/2023,2675.0,316523235.0,14242780.0,0
Last Night Lonely,Last Night Lonely,Jon Pardi,2/17/2022,4269.0,22650713.0,14258097.0,0
Banco do Carona,Banco do Carona,Mc Don Juan,4/14/2023,4019.0,152076565.0,14276253.0,0
BLEED,BLEED - Single,The Kid LAROI,11/3/2023,3824.0,4641915.0,14476475.0,0
Not Fair,Not Fair,Niklas Dee,6/2/2023,2392.0,902072.0,14577073.0,0
imgonnagetyouback,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,2764.0,7381186.0,14644000.0,0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,3484.0,37952419.0,14785534.0,0
Percherï¿½,Las Canciones De La Granja De Zenï¿½ï¿½n Vo,El Reino Infantil,11/17/2016,3988.0,1267939965.0,14803398.0,0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,3908.0,36524769.0,14846248.0,1
Hummingbird (Metro Boomin & James Blake),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,4208.0,25881919.0,15122285.0,0
Best Time,Larger Than Life,Brent Faiyaz,10/27/2023,3883.0,3195354.0,15160078.0,1
Kya Loge Tum,Kya Loge Tum,B Praak,5/15/2023,1238.0,375460772.0,15339768.0,0
Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,10/25/2018,1815.0,490164687.0,15353974.0,1
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,3/16/2023,84.0,701880622.0,15373104.0,0
The Feeling,The Feeling - Single,Lost Frequencies,6/9/2023,1623.0,22399278.0,15548348.0,0
If I Didn't Love You,If I Didn't Love You,Jason Aldean,7/23/2021,2268.0,95029099.0,15893357.0,0
Asesina - Remix,Asesina (Remix),Brytiago,10/31/2018,4554.0,658375389.0,15966689.0,0
OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,8/13/2021,2218.0,21324881.0,16050371.0,0
Bertaraf,Sir,Canbay & Wolker,9/29/2023,2124.0,127886162.0,16097834.0,0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,3535.0,11131343.0,16120565.0,1
Ya No Tengo Tu Love,Origami,Sie7e,12/6/2023,718.0,5599363.0,16150470.0,0
Halfway To Hell,Whitsitt Chapel,Jelly Roll,6/2/2023,3164.0,11185849.0,16169973.0,0
Pelle Coat,Pelle Coat,Lil Durk,5/25/2023,4055.0,21808363.0,16324229.0,1
From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),Tee Grizzley,3/17/2017,1122.0,29708407.0,16341869.0,1
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,7/17/2023,3593.0,120681039.0,16374449.0,0
FREAK,YUQ1,YUQI,4/23/2024,2604.0,28265816.0,16415876.0,0
This Is Me,This Is Me,Keala Settle,10/27/2017,2852.0,622964718.0,16464069.0,0
Car Keys (Ayla),Car Keys (Ayla),Alok,6/30/2023,3176.0,8821525.0,16562873.0,0
"I'm A Star - From ""Wish""","I'm A Star (From ""Wish"")",Wish - Cast,11/8/2023,4249.0,259533.0,16745620.0,0
Chill Bill,The RCA-List (Vol. 2),Rob $tone,1/1/2016,2649.0,278120145.0,16756000.0,1
Won't Forget You - Edit,Won't Forget You,Shouse,2/4/2022,3067.0,47750136.0,16804128.0,0
Otra Noche,Otra Noche - Single,Los ï¿½ï¿½ngeles Az,11/11/2021,2659.0,401770615.0,16815994.0,0
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,3501.0,23316855.0,16825671.0,0
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,12/14/2018,3403.0,742853552.0,16922902.0,0
Mama (with Skilla Baby & Tay B),Mama (with Skilla Baby & Tay B),Rob49,8/4/2023,4240.0,9303252.0,17072834.0,1
Made For Me,Made For Me,Muni Long,9/15/2023,513.0,66893881.0,17122064.0,0
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,3/24/2017,562.0,243662429.0,17150790.0,1
Heartbroken (feat. Jessie Murph & Polo G),Heartbroken (feat. Jessie Murph & Polo G),Diplo,7/21/2023,3150.0,22682156.0,17165352.0,0
UNTOUCHABLE,BORN TO BE,ITZY,1/8/2024,4422.0,48108686.0,17167500.0,0
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,Post Malone,9/6/2019,2203.0,261237045.0,17207972.0,0
In My Head,In My Head,Juice WRLD,10/28/2022,4194.0,46128261.0,17208694.0,1
